Date,AAPL_EMA,SBUX_EMA,MSFT_EMA,CSCO_EMA,QCOM_EMA,Facebook_EMA,AMZN_EMA,TSLA_EMA,AMD_EMA,ZNGA_EMA
2019-12-10,65.79,84.8,149.44,45.01,84.4,198.08,1763.36,66.92,38.58,6.2
2019-12-11,65.97,84.97,149.66,44.94,84.65,198.48,1761.97,67.26,38.66,6.19
2019-12-12,66.15,85.28,150.0,45.01,85.07,198.32,1761.81,67.71,39.03,6.19
2019-12-13,66.4,85.6,150.43,45.04,85.33,197.92,1761.73,68.09,39.23,6.19
2019-12-16,66.74,85.9,150.92,45.13,85.63,197.92,1762.44,68.87,39.53,6.2
2019-12-17,67.06,86.11,151.28,45.25,85.89,197.96,1765.13,69.53,39.84,6.21
2019-12-18,67.33,86.29,151.57,45.38,86.09,198.39,1766.93,70.4,40.07,6.22
2019-12-19,67.58,86.5,151.96,45.62,86.32,199.12,1769.34,71.39,40.33,6.23
2019-12-20,67.8,86.69,152.48,45.79,86.56,199.8,1770.97,72.32,40.69,6.23
2019-12-23,68.1,86.84,152.95,46.01,86.74,200.41,1773.07,73.42,41.14,6.23
2019-12-24,68.38,87.0,153.37,46.18,86.93,200.86,1774.61,74.53,41.65,6.24
2019-12-26,68.77,87.1,153.87,46.34,87.07,201.52,1783.58,75.64,42.12,6.25
2019-12-27,69.12,87.2,154.35,46.48,87.23,202.15,1791.79,76.63,42.51,6.25
2019-12-30,69.48,87.22,154.66,46.59,87.34,202.37,1797.04,77.23,42.8,6.24
2019-12-31,69.85,87.29,154.95,46.72,87.42,202.64,1801.88,77.84,43.09,6.23
2020-01-02,70.35,87.49,155.49,46.88,87.54,203.32,1811.04,78.62,43.66,6.22
2020-01-03,70.73,87.62,155.79,46.95,87.49,203.83,1817.13,79.57,44.13,6.22
2020-01-06,71.13,87.67,156.1,47.03,87.4,204.67,1825.3,80.59,44.54,6.22
2020-01-07,71.46,87.69,156.24,47.07,87.55,205.47,1833.07,81.85,44.89,6.25
2020-01-08,71.87,87.8,156.61,47.11,87.66,206.4,1838.68,83.43,45.17,6.28
2020-01-09,72.4,88.06,157.13,47.13,87.87,207.53,1844.62,84.65,45.53,6.32
2020-01-10,72.89,88.26,157.53,47.13,88.1,208.53,1848.29,85.7,45.78,6.35
2020-01-13,73.49,88.53,158.08,47.21,88.37,209.8,1852.39,87.54,46.06,6.39
2020-01-14,73.94,88.76,158.47,47.27,88.58,210.68,1854.01,89.45,46.26,6.43
2020-01-15,74.31,89.02,158.92,47.34,88.68,211.68,1854.77,90.81,46.48,6.47
2020-01-16,74.74,89.36,159.61,47.5,88.98,212.64,1856.98,91.94,46.79,6.5
2020-01-17,75.21,89.77,160.32,47.64,89.64,213.54,1857.72,92.91,47.18,6.52
2020-01-21,75.58,90.03,160.91,47.75,90.11,214.29,1860.98,94.48,47.55,6.53
2020-01-22,75.95,90.27,161.37,47.87,90.38,214.96,1863.5,96.33,47.92,6.53
2020-01-23,76.32,90.6,161.88,47.98,90.53,215.42,1865.51,98.05,48.28,6.52
2020-01-24,76.63,90.74,162.18,48.06,90.45,215.66,1865.14,99.47,48.48,6.48
2020-01-27,76.69,90.55,162.19,48.0,90.13,215.58,1861.64,100.63,48.55,6.43
2020-01-28,76.95,90.36,162.5,47.98,90.04,215.79,1860.84,101.84,48.74,6.4
2020-01-29,77.34,90.01,163.03,47.89,89.87,216.5,1860.57,103.21,48.62,6.37
2020-01-30,77.69,89.61,163.96,47.83,89.67,215.84,1861.53,105.59,48.64,6.34
2020-01-31,77.66,89.15,164.56,47.65,89.25,214.51,1875.55,107.93,48.48,6.31
2020-02-03,77.61,88.85,165.5,47.54,88.99,213.53,1887.8,112.51,48.44,6.28
2020-02-04,77.81,88.81,166.89,47.55,88.98,213.18,1903.22,118.69,48.54,6.26
2020-02-05,78.05,88.69,168.13,47.64,89.16,212.89,1916.23,121.38,48.66,6.23
2020-02-06,78.36,88.45,169.61,47.74,89.3,212.7,1928.99,124.09,48.72,6.28
2020-02-07,78.52,88.26,170.97,47.76,89.12,212.66,1943.3,126.52,48.82,6.32
2020-02-10,78.7,88.19,172.66,47.87,89.07,212.7,1961.45,129.16,49.15,6.36
2020-02-11,78.81,88.13,173.78,47.99,89.16,212.18,1979.48,131.61,49.59,6.4
2020-02-12,79.09,88.17,174.82,48.17,89.4,212.04,1996.67,133.69,50.0,6.43
2020-02-13,79.29,88.34,175.67,48.09,89.46,212.14,2011.26,136.27,50.43,6.48
2020-02-14,79.48,88.43,176.59,47.98,89.47,212.33,2023.03,138.53,50.89,6.52
2020-02-18,79.51,88.51,177.6,47.85,89.33,212.85,2035.66,141.69,51.46,6.57
2020-02-19,79.64,88.67,178.52,47.7,89.45,213.29,2048.48,145.67,52.17,6.62
2020-02-20,79.68,88.66,179.08,47.62,89.45,213.41,2058.44,148.93,52.66,6.67
2020-02-21,79.54,88.54,179.03,47.49,89.22,213.1,2062.01,151.91,52.72,6.71
2020-02-24,79.06,88.16,178.25,47.16,88.66,211.92,2056.99,153.32,52.38,6.74
2020-02-25,78.39,87.59,177.28,46.74,87.86,210.48,2048.97,153.95,51.92,6.76
2020-02-26,77.89,86.93,176.6,46.3,87.08,209.22,2042.36,154.12,51.5,6.77
2020-02-27,76.98,86.11,174.85,45.7,86.02,207.37,2027.31,152.38,50.79,6.77
2020-02-28,76.16,85.38,173.63,45.15,85.28,205.95,2013.64,150.59,50.28,6.76
2020-03-02,76.02,85.09,173.55,44.77,84.83,205.04,2007.96,150.41,50.01,6.78
2020-03-03,75.67,84.47,172.69,44.32,84.23,203.22,1998.53,150.29,49.7,6.79
2020-03-04,75.67,84.01,172.49,44.04,84.0,202.13,1996.37,150.25,49.74,6.83
2020-03-05,75.44,83.27,171.9,43.61,83.54,200.51,1989.48,149.74,49.58,6.87
2020-03-06,75.14,82.51,170.92,43.24,82.96,198.66,1981.06,148.88,49.49,6.89
2020-03-09,74.32,81.4,168.99,42.74,81.98,195.88,1963.87,146.28,48.9,6.86
2020-03-10,74.04,80.78,168.22,42.49,81.69,194.2,1957.01,144.64,48.56,6.86
2020-03-11,73.55,79.59,166.83,41.97,81.02,191.92,1944.04,142.95,48.29,6.84
2020-03-12,72.46,77.92,164.19,41.13,79.69,188.35,1918.57,140.01,47.41,6.76
2020-03-13,72.18,77.16,163.68,40.8,79.32,186.63,1905.85,137.09,47.08,6.74
2020-03-16,71.07,75.39,160.99,40.12,77.91,182.76,1885.21,132.51,46.28,6.66
2020-03-17,70.32,73.83,159.62,39.68,77.05,179.58,1877.84,128.08,45.86,6.6
2020-03-18,69.5,72.16,157.79,39.44,75.54,176.47,1873.28,122.76,45.22,6.56
2020-03-19,68.71,71.14,156.35,39.28,74.54,174.25,1874.01,119.21,44.71,6.54
2020-03-20,67.62,69.89,154.54,38.93,73.24,171.91,1871.35,116.0,44.22,6.48
2020-03-23,66.52,68.62,152.77,38.52,72.22,169.64,1874.35,113.22,43.97,6.46
2020-03-24,66.06,68.26,152.35,38.53,71.58,168.82,1880.61,112.06,44.18,6.45
2020-03-25,65.61,68.03,151.83,38.45,70.77,167.62,1881.11,111.66,44.22,6.43
2020-03-26,65.51,68.21,152.24,38.65,70.6,167.21,1888.19,111.09,44.53,6.46
2020-03-27,65.17,68.03,152.0,38.67,70.22,166.22,1889.32,110.31,44.73,6.48
2020-03-30,65.03,68.01,152.78,38.83,70.11,166.19,1896.43,109.37,45.03,6.52
2020-03-31,64.89,67.79,153.25,38.88,69.88,166.25,1901.51,108.93,45.07,6.55
2020-04-01,64.45,67.3,153.14,38.83,69.5,165.62,1902.1,107.73,44.94,6.57
2020-04-02,64.14,67.08,153.34,38.92,69.36,164.91,1903.69,106.13,44.9,6.58
2020-04-03,63.78,66.7,153.39,38.93,68.97,163.89,1903.97,105.17,44.68,6.59
2020-04-06,63.96,66.8,154.52,39.17,69.16,164.05,1912.89,104.99,44.95,6.61
2020-04-07,64.05,66.98,155.37,39.31,69.5,164.51,1922.29,105.38,45.2,6.61
2020-04-08,64.28,67.42,156.3,39.54,69.86,165.44,1933.79,105.8,45.54,6.63
2020-04-09,64.54,68.04,157.14,39.7,70.02,166.37,1944.17,106.64,45.81,6.66
2020-04-13,64.9,68.39,157.94,39.84,70.33,167.17,1965.57,108.88,46.3,6.7
2020-04-14,65.55,68.89,159.44,40.12,71.02,168.22,1995.83,112.03,47.12,6.75
2020-04-15,66.08,69.24,160.62,40.25,71.49,169.05,2025.53,115.26,47.87,6.82
2020-04-16,66.61,69.65,162.18,40.37,72.0,169.74,2061.97,118.48,48.73,6.91
2020-04-17,67.0,70.36,163.74,40.57,72.4,170.64,2091.78,121.56,49.48,6.99
2020-04-20,67.21,70.83,164.82,40.76,72.58,171.36,2120.53,124.2,50.19,7.05
2020-04-21,67.2,71.01,165.11,40.74,72.51,171.31,2140.3,125.45,50.45,7.09
2020-04-22,67.37,71.62,165.91,40.84,72.72,172.35,2161.56,127.45,50.97,7.13
2020-04-23,67.5,71.96,166.43,40.91,72.82,173.57,2184.22,128.75,51.44,7.16
2020-04-24,67.81,72.3,167.2,41.06,73.13,175.14,2205.74,130.3,51.89,7.2
2020-04-27,68.09,72.82,167.85,41.25,73.4,176.32,2221.96,133.1,52.33,7.25
2020-04-28,68.24,73.38,168.04,41.37,73.58,176.95,2230.73,135.07,52.63,7.27
2020-04-29,68.59,73.71,168.93,41.56,74.09,178.59,2244.25,137.45,52.73,7.3
2020-04-30,69.05,74.0,169.91,41.64,74.53,181.08,2266.13,139.25,52.7,7.32
2020-05-01,69.36,73.98,170.35,41.57,74.64,183.1,2268.03,139.35,52.43,7.31
2020-05-04,69.73,73.78,171.16,41.55,74.74,185.21,2272.6,140.58,52.44,7.33
2020-05-05,70.17,73.7,172.07,41.54,75.02,187.29,2276.9,141.82,52.42,7.36
2020-05-06,70.64,73.63,173.07,41.5,75.39,189.31,2283.98,143.22,52.4,7.42
2020-05-07,71.14,73.86,174.07,41.49,75.72,191.4,2291.94,144.44,52.36,7.44
2020-05-08,71.75,74.24,175.08,41.63,76.18,193.4,2300.29,146.29,52.44,7.47
2020-05-11,72.42,74.4,176.19,41.79,76.59,195.28,2310.64,147.81,52.75,7.51
2020-05-12,72.94,74.4,176.79,41.93,76.76,196.69,2315.05,149.15,52.85,7.53
2020-05-13,73.32,74.33,177.07,41.93,76.88,197.49,2320.09,150.01,52.79,7.55
2020-05-14,73.71,74.32,177.4,42.11,77.16,198.38,2326.64,151.02,52.95,7.58
2020-05-15,74.02,74.3,177.95,42.32,77.03,199.57,2334.56,151.86,53.07,7.62
2020-05-18,74.47,74.48,178.61,42.58,77.31,200.87,2343.29,152.89,53.21,7.65
2020-05-19,74.83,74.61,179.09,42.77,77.38,202.39,2353.39,153.72,53.43,7.69
2020-05-20,75.3,74.91,179.72,43.02,77.69,205.02,2367.16,154.61,53.71,7.73
2020-05-21,75.67,75.21,180.07,43.17,77.72,207.53,2374.74,155.65,53.8,7.77
2020-05-22,76.06,75.44,180.4,43.33,77.81,210.14,2380.66,156.39,53.93,7.83
2020-05-26,76.36,75.66,180.51,43.47,77.83,212.24,2384.58,157.09,53.86,7.85
2020-05-27,76.66,75.94,180.63,43.71,77.97,213.85,2387.04,157.75,53.75,7.86
2020-05-28,76.94,76.19,180.7,43.89,77.98,214.96,2388.38,158.07,53.56,7.88
2020-05-29,77.18,76.36,180.94,44.26,78.26,215.92,2393.52,158.92,53.58,8.0
2020-06-01,77.49,76.55,181.12,44.45,78.4,217.44,2400.9,160.89,53.58,8.16
2020-06-02,77.81,76.67,181.48,44.68,78.99,218.9,2407.71,162.36,53.58,8.3
2020-06-03,78.14,76.95,181.85,44.9,79.48,219.97,2414.44,163.72,53.5,8.39
2020-06-04,78.37,77.12,181.95,45.09,80.1,220.57,2418.84,164.59,53.42,8.45
2020-06-05,78.8,77.6,182.45,45.35,80.9,221.54,2424.95,165.78,53.39,8.5
2020-06-08,79.23,78.17,183.01,45.61,81.9,222.48,2434.39,168.09,53.35,8.56
2020-06-09,79.87,78.57,183.66,45.84,82.65,224.02,2450.24,170.0,53.64,8.62
2020-06-10,80.66,78.61,184.92,45.99,83.45,225.23,2469.02,173.33,54.0,8.69
2020-06-11,80.98,78.03,185.05,45.77,83.5,225.15,2477.49,175.35,53.89,8.74
2020-06-12,81.33,77.87,185.31,45.7,83.67,225.48,2483.92,176.46,53.85,8.78
2020-06-15,81.75,77.78,185.66,45.67,83.93,226.15,2492.37,178.53,53.93,8.81
2020-06-16,82.35,77.79,186.41,45.75,84.46,227.05,2504.07,180.23,53.98,8.83
2020-06-17,82.88,77.72,187.16,45.79,84.98,227.86,2517.11,181.96,54.03,8.88
2020-06-18,83.36,77.59,188.03,45.79,85.45,228.63,2530.15,183.75,54.03,8.91
2020-06-19,83.75,77.38,188.71,45.75,85.77,229.6,2543.95,185.31,54.05,8.95
2020-06-22,84.32,77.19,189.84,45.69,86.09,230.52,2560.13,186.6,54.12,9.0
2020-06-23,85.02,77.03,190.99,45.67,86.4,231.64,2579.59,187.91,54.11,9.05
2020-06-24,85.5,76.71,191.64,45.58,86.66,231.87,2594.33,188.32,53.95,9.09
2020-06-25,86.04,76.44,192.47,45.55,86.88,232.23,2609.59,189.17,53.76,9.14
2020-06-26,86.27,75.98,192.84,45.62,86.99,230.69,2617.52,189.43,53.41,9.18
2020-06-29,86.67,75.74,193.37,45.67,87.18,229.73,2623.51,190.61,53.11,9.22
2020-06-30,87.1,75.54,194.34,45.76,87.56,229.48,2636.4,193.02,53.06,9.25
2020-07-01,87.47,75.4,195.33,45.79,87.77,230.25,2659.48,195.96,53.01,9.3
2020-07-02,87.81,75.25,196.37,45.77,88.16,230.55,2681.46,200.32,52.95,9.32
2020-07-06,88.35,75.27,197.73,45.83,88.61,231.48,2717.23,207.37,52.99,9.36
2020-07-07,88.81,75.17,198.73,45.81,88.95,232.37,2744.17,214.09,52.98,9.41
2020-07-08,89.43,75.07,200.07,45.81,89.39,233.44,2776.26,219.72,53.02,9.49
2020-07-09,90.03,74.93,201.43,45.89,89.76,234.49,2814.96,225.35,53.42,9.58
2020-07-10,90.59,74.87,202.6,45.96,90.02,235.5,2851.63,233.31,53.65,9.66
2020-07-13,91.06,74.66,203.03,45.96,90.14,235.83,2875.67,239.61,53.64,9.67
2020-07-14,91.63,74.48,203.54,45.99,90.35,236.2,2895.51,245.68,53.74,9.68
2020-07-15,92.21,74.59,203.97,46.03,90.56,236.59,2906.31,251.73,53.89,9.66
2020-07-16,92.62,74.57,203.97,46.01,90.62,237.0,2915.22,256.34,53.99,9.64
2020-07-17,92.97,74.53,203.87,46.08,90.77,237.48,2919.67,260.51,54.09,9.62
2020-07-20,93.48,74.57,204.61,46.16,91.0,238.24,2946.07,266.99,54.41,9.64
2020-07-21,93.82,74.65,205.0,46.24,91.12,238.57,2964.38,271.44,54.66,9.65
2020-07-22,94.15,74.9,205.64,46.3,91.26,238.69,2977.29,275.92,55.34,9.67
2020-07-23,94.03,74.94,205.34,46.41,91.11,238.11,2978.17,278.46,55.74,9.66
2020-07-24,93.9,75.02,204.96,46.41,90.9,237.41,2981.1,278.93,57.04,9.65
2020-07-27,93.99,75.16,204.85,46.48,91.07,237.04,2988.16,281.69,58.18,9.66
2020-07-28,93.92,75.11,204.58,46.46,91.11,236.38,2989.32,282.99,59.08,9.64
2020-07-29,94.03,75.33,204.53,46.48,91.29,236.09,2993.53,284.59,60.7,9.64
2020-07-30,94.24,75.45,204.47,46.48,92.8,235.94,2999.09,285.82,62.37,9.65
2020-07-31,95.38,75.55,204.52,46.54,94.02,237.63,3014.86,285.85,63.8,9.67
2020-08-03,96.67,75.55,205.66,46.6,95.5,238.99,3024.1,286.91,65.12,9.71
2020-08-04,97.91,75.51,206.39,46.7,96.97,240.02,3035.03,287.91,67.02,9.76
2020-08-05,99.07,75.54,207.01,46.76,98.34,240.89,3051.22,288.78,68.76,9.79
2020-08-06,100.48,75.55,207.9,46.86,99.55,243.21,3067.77,289.65,70.47,9.81
2020-08-07,101.49,75.57,208.34,46.91,100.38,245.61,3077.26,289.73,71.84,9.8
2020-08-10,102.56,75.75,208.33,46.99,100.95,247.27,3084.01,289.16,72.83,9.77
2020-08-11,103.21,76.05,207.86,47.01,101.7,248.11,3083.69,287.8,73.22,9.7
2020-08-12,104.14,76.36,207.99,47.11,103.04,249.23,3091.17,290.0,74.11,9.64
2020-08-13,105.18,76.61,208.06,46.69,104.03,250.38,3097.82,293.26,74.85,9.6
2020-08-14,106.11,76.78,208.14,46.29,104.95,251.41,3102.6,296.77,75.46,9.58
2020-08-17,106.92,76.99,208.34,45.89,105.64,252.34,3110.2,303.47,76.12,9.56
2020-08-18,107.74,77.18,208.64,45.52,106.25,253.29,3129.47,310.51,76.65,9.55
2020-08-19,108.5,77.22,208.74,45.17,106.71,254.18,3141.95,316.72,77.07,9.53
2020-08-20,109.43,77.22,209.3,44.9,107.09,255.59,3156.75,324.69,77.61,9.52
2020-08-21,110.85,77.21,209.65,44.65,107.65,256.68,3168.94,332.81,78.2,9.5
2020-08-24,112.28,77.35,210.03,44.41,108.44,258.08,3182.13,339.48,78.66,9.47
2020-08-25,113.47,77.86,210.64,44.18,109.16,260.25,3197.78,345.69,79.39,9.44
2020-08-26,114.71,78.29,211.64,44.0,109.82,264.41,3221.02,353.78,80.02,9.41
2020-08-27,115.69,78.78,213.06,43.84,110.41,267.15,3238.07,362.73,80.38,9.37
2020-08-28,116.56,79.37,214.57,43.68,111.15,269.67,3253.66,370.34,80.87,9.34
2020-08-31,117.75,79.86,215.61,43.54,111.91,271.91,3272.45,382.53,81.82,9.31
2020-09-01,119.31,80.45,216.72,43.4,112.87,274.15,3294.04,391.34,82.81,9.29
2020-09-02,120.46,81.2,218.14,43.31,113.85,276.85,3316.65,396.68,83.52,9.27
2020-09-03,120.5,81.7,218.06,43.09,114.1,278.21,3321.54,397.66,83.43,9.25
2020-09-04,120.54,82.14,217.7,42.87,114.28,278.64,3318.98,399.63,83.29,9.2
2020-09-08,119.8,82.45,216.27,42.6,113.85,277.93,3302.87,393.02,82.85,9.12
2020-09-09,119.56,82.77,215.8,42.36,113.87,277.53,3299.61,390.47,82.76,9.06
2020-09-10,118.98,82.97,214.81,42.09,113.73,276.63,3287.75,388.65,82.4,9.01
2020-09-11,118.32,83.19,213.78,41.88,113.7,275.68,3271.41,387.13,81.82,8.95
2020-09-14,118.04,83.52,212.98,41.74,113.68,274.77,3255.37,390.22,81.45,8.9
2020-09-15,117.8,83.92,212.58,41.63,113.96,274.55,3245.92,395.89,81.21,8.86
2020-09-16,117.26,84.34,211.86,41.51,114.02,273.5,3229.94,400.26,80.78,8.81
2020-09-17,116.6,84.57,211.01,41.4,114.1,271.72,3208.87,402.47,80.38,8.77
2020-09-18,115.67,84.61,210.0,41.25,113.78,269.89,3184.68,406.25,79.86,8.74
2020-09-21,115.14,84.54,209.29,41.04,113.6,267.82,3163.33,410.36,79.68,8.73
2020-09-22,114.82,84.48,209.11,40.88,113.62,266.58,3160.06,411.68,79.49,8.73
2020-09-23,114.09,84.34,208.3,40.63,113.33,264.91,3144.8,408.7,79.04,8.73
2020-09-24,113.53,84.22,207.81,40.37,113.22,263.45,3132.89,406.71,78.73,8.74
2020-09-25,113.41,84.23,207.81,40.19,113.34,262.63,3129.29,406.77,78.67,8.76
2020-09-28,113.56,84.41,207.97,40.09,113.83,262.08,3133.55,408.14,78.75,8.79
2020-09-29,113.61,84.45,207.9,39.99,114.17,262.05,3134.63,409.18,79.04,8.82
2020-09-30,113.82,84.59,208.13,39.93,114.5,262.04,3135.97,411.07,79.32,8.85
2020-10-01,114.1,84.79,208.54,39.82,114.98,262.48,3144.09,414.6,79.85,8.91
2020-10-02,114.0,84.96,208.32,39.67,115.03,262.24,3142.27,414.65,80.04,8.95
2020-10-05,114.24,85.29,208.52,39.57,115.55,262.47,3147.69,415.7,80.62,9.01
2020-10-06,114.14,85.45,208.27,39.47,115.93,262.11,3143.14,415.54,80.99,9.06
2020-10-07,114.23,85.74,208.42,39.46,116.61,261.73,3148.14,416.47,81.53,9.11
2020-10-08,114.3,86.1,208.63,39.49,117.16,261.92,3152.18,417.37,82.0,9.13
2020-10-09,114.55,86.47,209.31,39.52,117.89,262.16,3164.99,418.95,82.1,9.15
2020-10-12,115.49,86.88,210.46,39.6,118.73,263.45,3191.46,421.17,82.31,9.16
2020-10-13,116.02,87.19,211.64,39.62,119.56,264.66,3215.48,423.6,82.59,9.2
2020-10-14,116.51,87.39,212.52,39.65,120.54,265.34,3229.6,427.19,82.74,9.22
2020-10-15,116.91,87.53,213.2,39.68,121.31,265.47,3239.99,429.26,82.78,9.22
2020-10-16,117.11,87.62,213.82,39.73,122.05,265.51,3243.11,430.25,82.82,9.21
2020-10-19,117.0,87.62,213.86,39.69,122.66,265.12,3239.69,430.31,82.74,9.19
2020-10-20,117.05,87.7,213.94,39.64,123.2,265.35,3237.53,429.51,82.63,9.17
2020-10-21,117.03,87.75,214.02,39.58,123.71,266.62,3232.52,428.86,82.3,9.16
2020-10-22,116.91,87.9,214.1,39.51,124.15,267.72,3227.18,428.57,82.03,9.17
2020-10-23,116.73,88.18,214.3,39.44,124.6,269.35,3225.01,427.81,82.02,9.2
2020-10-26,116.57,88.32,213.9,39.27,124.75,270.09,3223.3,427.09,82.04,9.21
2020-10-27,116.57,88.48,213.84,39.04,124.86,271.35,3229.3,426.86,81.74,9.23
2020-10-28,116.06,88.36,212.78,38.72,124.55,271.0,3222.96,424.88,81.23,9.25
2020-10-29,115.99,88.35,212.01,38.43,124.73,271.94,3221.82,423.54,80.92,9.26
2020-10-30,115.31,88.22,211.1,38.19,124.6,271.1,3204.14,420.16,80.38,9.23
2020-11-02,114.69,88.01,210.26,37.97,124.54,270.17,3185.12,418.29,79.84,9.23
2020-11-03,114.29,88.05,209.9,37.85,124.63,269.71,3172.1,418.82,79.53,9.26
2020-11-04,114.35,88.22,210.52,37.73,125.04,271.39,3178.68,419.03,79.7,9.32
2020-11-05,114.8,88.45,211.74,37.68,126.98,273.61,3192.33,420.85,80.01,9.3
2020-11-06,115.17,88.66,212.88,37.67,128.7,275.5,3203.67,421.72,80.57,9.25
2020-11-09,115.28,89.35,213.4,37.72,130.02,275.81,3197.96,421.68,80.81,9.13
2020-11-10,115.35,89.79,213.17,37.82,130.98,275.49,3182.44,420.6,80.54,9.04
2020-11-11,115.74,90.29,213.49,37.96,132.57,275.58,3178.15,420.27,80.61,8.94
2020-11-12,116.07,90.6,213.68,38.03,133.65,275.53,3171.69,419.46,80.73,8.87
2020-11-13,116.37,91.07,213.95,38.35,134.66,275.67,3167.61,418.42,80.8,8.8
2020-11-16,116.74,91.71,214.26,38.75,136.03,275.98,3164.13,417.44,81.08,8.72
2020-11-17,116.99,92.37,214.28,39.05,137.24,275.89,3161.42,419.74,81.3,8.65
2020-11-18,117.09,92.9,213.98,39.27,138.17,275.52,3156.09,426.11,81.42,8.58
2020-11-19,117.24,93.36,213.83,39.45,139.06,275.27,3152.37,433.08,81.81,8.54
2020-11-20,117.25,93.71,213.5,39.59,139.72,274.74,3147.33,438.46,82.08,8.52
2020-11-23,116.93,94.01,213.18,39.79,140.11,274.14,3142.67,446.4,82.39,8.49
2020-11-24,116.76,94.42,213.24,40.06,140.66,274.4,3140.33,456.78,82.65,8.44
2020-11-25,116.69,94.78,213.3,40.29,140.99,274.51,3144.59,467.94,83.04,8.4
2020-11-27,116.68,95.15,213.48,40.52,141.26,274.82,3149.42,479.16,83.44,8.38
2020-11-30,116.91,95.42,213.54,40.76,141.82,275.02,3151.19,487.58,84.32,8.37
2020-12-01,117.46,95.74,213.79,41.02,142.72,276.12,3157.75,496.84,85.11,8.36
2020-12-02,118.0,96.04,213.94,41.29,143.41,277.21,3162.11,503.7,85.93,8.36
2020-12-03,118.47,96.43,213.97,41.56,144.03,277.65,3164.45,512.24,86.54,8.37
2020-12-04,118.83,96.99,214.01,41.83,145.32,277.85,3164.27,520.51,87.25,8.41
2020-12-07,119.3,97.41,214.04,42.07,146.53,278.59,3163.67,532.06,87.9,8.45
2020-12-08,119.78,97.77,214.23,42.29,147.7,279.05,3164.97,543.28,88.38,8.49
2020-12-09,119.97,98.02,214.0,42.52,148.49,278.94,3159.18,549.11,88.52,8.5
2020-12-10,120.28,98.72,213.67,42.69,149.18,278.77,3153.69,556.53,88.82,8.52
2020-12-11,120.48,99.13,213.63,42.85,148.71,278.27,3150.14,561.62,89.09,8.54
2020-12-14,120.6,99.53,213.68,42.98,148.48,277.88,3150.79,569.07,89.63,8.56
2020-12-15,121.29,99.97,213.72,43.15,148.47,277.66,3152.15,575.18,90.34,8.61
2020-12-16,121.91,100.28,214.25,43.3,148.59,277.47,3160.61,579.71,90.96,8.7
2020-12-17,122.56,100.56,214.74,43.44,148.68,277.19,3167.8,586.97,91.52,8.79
2020-12-18,122.95,100.82,215.11,43.63,148.56,277.11,3171.02,597.26,91.94,8.9
2020-12-21,123.45,101.02,215.82,43.75,148.39,276.7,3174.37,602.27,92.06,8.99
2020-12-22,124.25,101.15,216.59,43.84,148.19,275.78,3177.43,605.9,92.16,9.09
2020-12-23,124.89,101.24,217.01,43.89,148.07,275.05,3178.18,609.72,92.1,9.17
2020-12-24,125.56,101.31,217.56,43.95,148.14,274.32,3177.66,614.68,92.07,9.24
2020-12-28,126.62,101.6,218.26,44.04,148.1,274.58,3187.78,619.35,92.03,9.29
2020-12-29,127.41,101.98,218.82,44.1,148.14,274.79,3200.56,623.79,91.9,9.32
2020-12-30,128.01,102.36,219.09,44.14,148.31,274.51,3208.68,630.55,91.94,9.36
2020-12-31,128.46,102.8,219.41,44.2,148.69,274.38,3213.28,637.7,91.92,9.41
2021-01-04,128.55,102.83,219.25,44.18,148.67,273.86,3210.74,646.47,91.96,9.44
2021-01-05,128.78,102.89,219.12,44.16,149.03,273.58,3211.48,654.91,92.04,9.48
2021-01-06,128.57,103.01,218.47,44.18,149.24,272.6,3204.52,664.54,91.88,9.49
2021-01-07,128.79,103.04,218.45,44.25,149.86,272.23,3200.49,678.97,92.19,9.52
2021-01-08,129.1,103.29,218.56,44.33,150.51,271.79,3198.8,698.12,92.42,9.56
2021-01-11,129.09,103.41,218.46,44.43,151.04,270.37,3190.74,708.89,92.88,9.56
2021-01-12,129.06,103.35,218.12,44.56,151.36,268.53,3184.08,722.28,93.12,9.56
2021-01-13,129.23,103.31,217.95,44.64,151.94,266.92,3182.35,734.86,92.99,9.58
2021-01-14,129.2,103.17,217.48,44.69,152.79,264.89,3177.12,745.35,92.78,9.61
2021-01-15,129.0,103.09,217.02,44.76,153.2,263.6,3170.18,753.05,92.34,9.62
2021-01-19,128.89,103.04,216.96,44.8,154.21,263.36,3165.47,761.76,92.06,9.65
2021-01-20,129.19,103.27,217.66,44.85,155.2,263.75,3174.79,770.21,91.74,9.7
2021-01-21,129.92,103.39,218.36,44.87,156.11,264.62,3187.38,777.33,91.72,9.76
2021-01-22,130.79,103.44,219.08,44.86,156.71,265.56,3197.37,783.93,91.82,9.85
2021-01-25,131.95,103.44,220.08,44.88,157.44,266.75,3206.57,793.16,92.04,9.89
2021-01-26,133.02,103.56,221.25,44.92,157.93,268.21,3217.96,801.72,92.29,9.94
2021-01-27,133.88,103.02,222.36,44.99,157.52,268.58,3219.35,807.67,91.96,9.94
2021-01-28,134.19,102.56,223.94,45.02,157.33,268.24,3221.09,810.31,91.54,9.93
2021-01-29,133.98,102.01,224.7,44.98,157.23,267.3,3219.67,808.71,90.98,9.93
2021-02-01,134.0,101.68,226.12,45.02,157.64,266.8,3231.4,811.67,90.66,9.95
2021-02-02,134.09,101.68,227.4,45.1,158.32,266.83,3245.55,817.49,90.49,9.99
