Date,AAPL_Score,SBUX_Score,MSFT_Score,CSCO_Score,QCOM_Score,Facebook_Score,AMZN_Score,TSLA_Score,AMD_Score,ZNGA_Score
2012-09-07,100.0,51.61,98.39,98.39,74.19,6.45,100.0,30.65,0.0,8.06
2012-09-10,80.65,50.0,85.48,87.1,67.74,4.84,98.39,6.45,1.61,6.45
2012-09-11,77.42,50.0,90.32,80.65,72.58,20.97,96.77,9.68,11.29,3.23
2012-09-12,88.71,56.45,88.71,83.87,91.94,37.1,95.16,17.74,17.74,43.55
2012-09-13,100.0,58.06,96.77,96.77,100.0,32.26,100.0,40.32,20.97,27.42
2012-09-14,100.0,46.77,98.39,96.77,100.0,51.61,100.0,56.45,20.97,51.61
2012-09-17,100.0,41.94,98.39,85.48,98.39,45.16,95.16,88.71,32.26,48.39
2012-09-18,100.0,37.1,95.16,74.19,100.0,51.61,95.16,72.58,4.84,46.77
2012-09-19,100.0,48.39,93.55,79.03,100.0,58.06,100.0,66.13,9.68,56.45
2012-09-20,95.16,64.52,100.0,77.42,93.55,56.45,96.77,64.52,4.84,56.45
2012-09-21,96.77,61.29,93.55,62.9,91.94,58.06,88.71,53.23,6.45,59.68
2012-09-24,90.32,62.9,79.03,58.06,88.71,37.1,82.26,64.52,1.61,20.97
2012-09-25,79.03,54.84,50.0,56.45,83.87,30.65,80.65,9.68,0.0,9.68
2012-09-26,69.35,48.39,33.87,54.84,70.97,33.87,77.42,9.68,1.61,12.9
2012-09-27,87.1,64.52,32.26,56.45,87.1,32.26,85.48,27.42,3.23,14.52
2012-09-28,69.35,59.68,25.81,75.81,75.81,54.84,79.03,38.71,3.23,12.9
2012-10-01,54.84,51.61,17.74,67.74,51.61,62.9,75.81,38.71,1.61,3.23
2012-10-02,56.45,38.71,22.58,54.84,48.39,66.13,72.58,54.84,0.0,4.84
2012-10-03,74.19,41.94,30.65,59.68,59.68,59.68,83.87,41.94,0.0,9.68
2012-10-04,66.13,33.87,35.48,53.23,80.65,64.52,95.16,46.77,1.61,12.9
2012-10-05,46.77,33.87,30.65,50.0,79.03,45.16,88.71,33.87,3.23,0.0
2012-10-08,43.55,35.48,29.03,58.06,38.71,35.48,90.32,41.94,1.61,0.0
2012-10-09,40.32,19.35,9.68,45.16,29.03,30.65,66.13,24.19,6.45,1.61
2012-10-10,43.55,19.35,1.61,38.71,24.19,25.81,50.0,25.81,1.61,0.0
2012-10-11,32.26,20.97,1.61,37.1,17.74,27.42,48.39,24.19,4.84,3.23
2012-10-12,32.26,22.58,9.68,38.71,14.52,25.81,43.55,11.29,0.0,4.84
2012-10-15,37.1,27.42,19.35,38.71,17.74,27.42,46.77,4.84,1.61,1.61
2012-10-16,45.16,45.16,19.35,46.77,27.42,25.81,45.16,19.35,0.0,11.29
2012-10-17,41.94,38.71,22.58,40.32,32.26,35.48,58.06,43.55,4.84,12.9
2012-10-18,32.26,25.81,20.97,37.1,20.97,8.06,46.77,19.35,0.0,12.9
2012-10-19,11.29,14.52,0.0,27.42,4.84,11.29,29.03,16.13,0.0,1.61
2012-10-22,32.26,11.29,0.0,27.42,3.23,20.97,12.9,19.35,0.0,0.0
2012-10-23,11.29,6.45,1.61,24.19,1.61,32.26,16.13,37.1,1.61,0.0
2012-10-24,12.9,9.68,0.0,19.35,0.0,96.77,0.0,11.29,0.0,0.0
2012-10-25,4.84,22.58,0.0,14.52,0.0,91.94,0.0,12.9,3.23,6.45
2012-10-26,0.0,20.97,6.45,14.52,11.29,85.48,25.81,8.06,0.0,3.23
2012-10-31,0.0,20.97,8.06,8.06,4.84,70.97,9.68,27.42,0.0,3.23
2012-11-01,1.61,25.81,25.81,19.35,17.74,72.58,4.84,58.06,9.68,3.23
2012-11-02,0.0,88.71,22.58,16.13,16.13,69.35,4.84,51.61,6.45,6.45
2012-11-05,1.61,88.71,29.03,17.74,27.42,72.58,19.35,98.39,8.06,4.84
2012-11-06,1.61,98.39,38.71,17.74,24.19,67.74,24.19,93.55,3.23,6.45
2012-11-07,0.0,100.0,14.52,6.45,3.23,53.23,3.23,98.39,0.0,4.84
2012-11-08,0.0,83.87,11.29,0.0,30.65,43.55,1.61,93.55,0.0,1.61
2012-11-09,1.61,83.87,12.9,0.0,43.55,20.97,1.61,80.65,3.23,0.0
2012-11-12,1.61,72.58,8.06,3.23,45.16,48.39,3.23,88.71,1.61,0.0
2012-11-13,3.23,67.74,0.0,3.23,61.29,41.94,4.84,98.39,12.9,1.61
2012-11-14,0.0,40.32,0.0,22.58,46.77,91.94,1.61,93.55,0.0,6.45
2012-11-15,0.0,33.87,0.0,22.58,38.71,88.71,0.0,82.26,0.0,19.35
2012-11-16,1.61,38.71,0.0,24.19,56.45,100.0,4.84,98.39,0.0,11.29
2012-11-19,12.9,59.68,3.23,32.26,64.52,95.16,14.52,100.0,3.23,9.68
2012-11-20,12.9,61.29,3.23,35.48,69.35,95.16,24.19,100.0,3.23,22.58
2012-11-21,14.52,69.35,8.06,38.71,69.35,100.0,30.65,95.16,3.23,32.26
2012-11-23,17.74,95.16,11.29,53.23,85.48,98.39,33.87,93.55,9.68,30.65
2012-11-26,24.19,80.65,11.29,75.81,77.42,100.0,38.71,93.55,4.84,38.71
2012-11-27,24.19,61.29,9.68,69.35,69.35,100.0,38.71,91.94,8.06,33.87
2012-11-28,22.58,95.16,12.9,53.23,82.26,100.0,54.84,100.0,14.52,54.84
2012-11-29,27.42,98.39,9.68,74.19,85.48,100.0,66.13,100.0,22.58,58.06
2012-11-30,27.42,100.0,1.61,69.35,87.1,100.0,69.35,100.0,43.55,50.0
2012-12-03,29.03,95.16,0.0,75.81,83.87,96.77,59.68,100.0,45.16,17.74
2012-12-04,19.35,80.65,0.0,93.55,83.87,98.39,70.97,98.39,45.16,25.81
2012-12-05,6.45,64.52,8.06,93.55,87.1,98.39,70.97,95.16,46.77,35.48
2012-12-06,12.9,100.0,11.29,95.16,90.32,91.94,69.35,98.39,48.39,58.06
2012-12-07,3.23,98.39,3.23,93.55,88.71,96.77,67.74,98.39,51.61,66.13
2012-12-10,3.23,96.77,17.74,100.0,88.71,98.39,53.23,98.39,48.39,48.39
2012-12-11,11.29,96.77,25.81,98.39,93.55,98.39,59.68,100.0,50.0,56.45
2012-12-12,11.29,96.77,25.81,96.77,75.81,93.55,64.52,98.39,56.45,72.58
2012-12-13,3.23,93.55,25.81,96.77,67.74,100.0,62.9,83.87,58.06,72.58
2012-12-14,0.0,95.16,16.13,100.0,22.58,82.26,54.84,87.1,58.06,67.74
2012-12-17,1.61,100.0,27.42,100.0,48.39,80.65,79.03,93.55,61.29,56.45
2012-12-18,11.29,98.39,37.1,100.0,75.81,93.55,95.16,95.16,62.9,41.94
2012-12-19,4.84,96.77,32.26,98.39,64.52,85.48,90.32,95.16,64.52,48.39
2012-12-20,3.23,95.16,40.32,96.77,74.19,83.87,100.0,90.32,59.68,41.94
2012-12-21,3.23,90.32,38.71,93.55,38.71,72.58,88.71,85.48,67.74,37.1
2012-12-24,4.84,91.94,24.19,90.32,46.77,77.42,93.55,87.1,64.52,38.71
2012-12-26,1.61,80.65,19.35,91.94,38.71,72.58,54.84,70.97,62.9,50.0
2012-12-27,3.23,83.87,25.81,80.65,38.71,66.13,54.84,74.19,58.06,56.45
2012-12-28,0.0,75.81,6.45,77.42,32.26,62.9,50.0,66.13,46.77,40.32
2012-12-31,20.97,88.71,12.9,79.03,51.61,72.58,66.13,79.03,64.52,45.16
2013-01-02,40.32,100.0,50.0,98.39,100.0,98.39,88.71,100.0,75.81,54.84
2013-01-03,33.87,100.0,40.32,100.0,98.39,91.94,90.32,95.16,72.58,61.29
2013-01-04,16.13,100.0,19.35,100.0,87.1,100.0,95.16,85.48,80.65,96.77
2013-01-07,12.9,100.0,12.9,93.55,93.55,100.0,100.0,82.26,83.87,95.16
2013-01-08,14.52,96.77,8.06,93.55,90.32,98.39,98.39,62.9,85.48,82.26
2013-01-09,6.45,91.94,16.13,91.94,100.0,100.0,96.77,61.29,83.87,75.81
2013-01-10,14.52,88.71,4.84,96.77,98.39,100.0,95.16,56.45,83.87,79.03
2013-01-11,12.9,93.55,29.03,98.39,100.0,100.0,98.39,48.39,90.32,91.94
2013-01-14,0.0,90.32,33.87,100.0,90.32,96.77,100.0,54.84,87.1,96.77
2013-01-15,0.0,83.87,50.0,100.0,91.94,93.55,98.39,75.81,95.16,90.32
2013-01-16,3.23,82.26,41.94,100.0,96.77,91.94,96.77,77.42,96.77,87.1
2013-01-17,3.23,83.87,56.45,95.16,100.0,93.55,96.77,82.26,98.39,74.19
2013-01-18,1.61,90.32,58.06,98.39,90.32,88.71,98.39,87.1,70.97,69.35
2013-01-22,6.45,90.32,51.61,91.94,90.32,95.16,93.55,95.16,69.35,62.9
2013-01-23,14.52,77.42,70.97,90.32,96.77,95.16,88.71,100.0,98.39,69.35
2013-01-24,0.0,82.26,74.19,98.39,82.26,96.77,100.0,100.0,100.0,74.19
2013-01-25,0.0,100.0,80.65,100.0,69.35,98.39,100.0,98.39,100.0,79.03
2013-01-28,1.61,98.39,83.87,98.39,69.35,100.0,98.39,100.0,98.39,100.0
2013-01-29,4.84,91.94,83.87,85.48,58.06,88.71,72.58,98.39,95.16,88.71
2013-01-30,4.84,96.77,79.03,82.26,62.9,93.55,95.16,96.77,82.26,79.03
2013-01-31,4.84,98.39,69.35,80.65,100.0,90.32,75.81,95.16,75.81,98.39
2013-02-01,4.84,100.0,85.48,85.48,100.0,75.81,72.58,100.0,75.81,96.77
2013-02-04,1.61,95.16,67.74,83.87,96.77,66.13,66.13,95.16,67.74,80.65
2013-02-05,11.29,96.77,72.58,98.39,100.0,67.74,79.03,98.39,75.81,98.39
2013-02-06,11.29,91.94,64.52,100.0,100.0,69.35,69.35,100.0,75.81,100.0
2013-02-07,16.13,87.1,61.29,96.77,95.16,66.13,62.9,100.0,66.13,100.0
2013-02-08,17.74,96.77,77.42,98.39,98.39,62.9,67.74,98.39,69.35,100.0
2013-02-11,19.35,93.55,90.32,100.0,100.0,61.29,50.0,95.16,87.1,100.0
2013-02-12,16.13,95.16,93.55,82.26,88.71,38.71,56.45,87.1,95.16,96.77
2013-02-13,16.13,80.65,100.0,93.55,85.48,51.61,85.48,95.16,93.55,95.16
2013-02-14,16.13,72.58,100.0,82.26,85.48,61.29,83.87,91.94,93.55,96.77
2013-02-15,16.13,48.39,96.77,82.26,82.26,59.68,67.74,77.42,83.87,93.55
2013-02-19,16.13,50.0,100.0,100.0,87.1,67.74,85.48,98.39,98.39,96.77
2013-02-20,3.23,29.03,85.48,90.32,79.03,58.06,72.58,93.55,80.65,87.1
2013-02-21,3.23,29.03,67.74,62.9,70.97,25.81,67.74,61.29,64.52,83.87
2013-02-22,9.68,40.32,80.65,69.35,75.81,24.19,64.52,69.35,64.52,90.32
2013-02-25,3.23,22.58,58.06,59.68,67.74,24.19,46.77,43.55,48.39,98.39
2013-02-26,8.06,24.19,59.68,56.45,79.03,30.65,45.16,48.39,37.1,95.16
2013-02-27,4.84,58.06,80.65,67.74,85.48,14.52,58.06,58.06,48.39,98.39
2013-02-28,1.61,64.52,79.03,64.52,85.48,20.97,58.06,56.45,38.71,93.55
2013-03-01,0.0,64.52,91.94,62.9,90.32,41.94,66.13,53.23,25.81,96.77
2013-03-04,0.0,77.42,100.0,54.84,91.94,38.71,95.16,66.13,22.58,98.39
2013-03-05,3.23,96.77,100.0,96.77,100.0,33.87,96.77,69.35,27.42,96.77
2013-03-06,1.61,100.0,96.77,100.0,90.32,29.03,95.16,77.42,27.42,95.16
2013-03-07,4.84,100.0,96.77,100.0,91.94,61.29,95.16,85.48,48.39,95.16
2013-03-08,8.06,100.0,85.48,100.0,87.1,45.16,95.16,91.94,48.39,96.77
2013-03-11,9.68,98.39,75.81,100.0,88.71,50.0,80.65,93.55,54.84,100.0
2013-03-12,3.23,96.77,79.03,93.55,95.16,38.71,93.55,93.55,64.52,98.39
2013-03-13,3.23,96.77,80.65,91.94,88.71,14.52,95.16,90.32,61.29,95.16
2013-03-14,12.9,91.94,95.16,91.94,79.03,14.52,53.23,59.68,67.74,96.77
2013-03-15,22.58,90.32,88.71,100.0,54.84,8.06,35.48,50.0,59.68,90.32
2013-03-18,38.71,87.1,93.55,90.32,35.48,4.84,14.52,45.16,70.97,80.65
2013-03-19,37.1,83.87,98.39,85.48,38.71,8.06,8.06,41.94,77.42,79.03
2013-03-20,35.48,88.71,98.39,90.32,70.97,0.0,11.29,53.23,91.94,69.35
2013-03-21,37.1,85.48,90.32,43.55,58.06,0.0,6.45,54.84,64.52,69.35
2013-03-22,54.84,87.1,96.77,33.87,72.58,0.0,16.13,56.45,30.65,72.58
2013-03-25,56.45,75.81,93.55,43.55,67.74,0.0,8.06,67.74,22.58,70.97
2013-03-26,54.84,83.87,91.94,41.94,79.03,1.61,32.26,70.97,32.26,67.74
2013-03-27,37.1,79.03,100.0,38.71,83.87,11.29,45.16,77.42,33.87,62.9
2013-03-28,20.97,80.65,100.0,48.39,90.32,3.23,59.68,70.97,33.87,67.74
2013-04-01,6.45,75.81,100.0,37.1,67.74,3.23,30.65,100.0,9.68,48.39
2013-04-02,8.06,93.55,100.0,79.03,69.35,3.23,37.1,100.0,0.0,43.55
2013-04-03,16.13,90.32,95.16,75.81,64.52,14.52,16.13,96.77,0.0,85.48
2013-04-04,3.23,90.32,95.16,61.29,59.68,24.19,16.13,96.77,1.61,75.81
2013-04-05,1.61,88.71,98.39,14.52,38.71,37.1,1.61,95.16,0.0,87.1
2013-04-08,4.84,90.32,91.94,9.68,59.68,20.97,14.52,95.16,41.94,75.81
2013-04-09,6.45,79.03,100.0,50.0,62.9,19.35,29.03,90.32,62.9,62.9
2013-04-10,25.81,87.1,100.0,82.26,98.39,45.16,41.94,95.16,58.06,72.58
2013-04-11,25.81,95.16,96.77,90.32,91.94,54.84,72.58,96.77,24.19,62.9
2013-04-12,16.13,100.0,93.55,82.26,79.03,41.94,83.87,96.77,19.35,64.52
2013-04-15,0.0,80.65,90.32,56.45,38.71,17.74,61.29,93.55,8.06,40.32
2013-04-16,8.06,91.94,96.77,67.74,51.61,27.42,80.65,100.0,16.13,45.16
2013-04-17,0.0,85.48,93.55,9.68,6.45,22.58,61.29,98.39,9.68,38.71
2013-04-18,0.0,77.42,90.32,4.84,3.23,8.06,20.97,100.0,29.03,32.26
2013-04-19,0.0,90.32,98.39,0.0,8.06,11.29,29.03,100.0,24.19,33.87
2013-04-22,3.23,96.77,100.0,8.06,14.52,16.13,43.55,100.0,22.58,38.71
2013-04-23,6.45,100.0,98.39,43.55,32.26,17.74,70.97,100.0,37.1,29.03
2013-04-24,6.45,100.0,100.0,0.0,61.29,20.97,69.35,98.39,70.97,46.77
2013-04-25,9.68,100.0,100.0,16.13,0.0,22.58,93.55,100.0,83.87,20.97
2013-04-26,11.29,98.39,98.39,19.35,0.0,37.1,1.61,98.39,77.42,48.39
2013-04-29,33.87,100.0,100.0,51.61,1.61,41.94,0.0,100.0,87.1,40.32
2013-04-30,54.84,100.0,100.0,46.77,1.61,67.74,3.23,98.39,100.0,27.42
2013-05-01,50.0,95.16,98.39,0.0,4.84,61.29,0.0,96.77,100.0,22.58
2013-05-02,62.9,95.16,100.0,19.35,8.06,96.77,3.23,98.39,100.0,29.03
2013-05-03,69.35,100.0,100.0,32.26,11.29,83.87,20.97,98.39,100.0,32.26
2013-05-06,85.48,100.0,100.0,25.81,12.9,67.74,11.29,100.0,100.0,27.42
2013-05-07,80.65,98.39,96.77,1.61,16.13,40.32,19.35,98.39,96.77,9.68
2013-05-08,90.32,98.39,91.94,20.97,17.74,50.0,25.81,98.39,100.0,38.71
2013-05-09,79.03,96.77,88.71,37.1,17.74,46.77,38.71,100.0,100.0,25.81
2013-05-10,75.81,100.0,88.71,64.52,25.81,35.48,53.23,100.0,100.0,33.87
2013-05-13,79.03,98.39,91.94,75.81,30.65,37.1,54.84,100.0,100.0,77.42
2013-05-14,59.68,100.0,98.39,75.81,41.94,51.61,72.58,98.39,100.0,43.55
2013-05-15,29.03,100.0,100.0,69.35,51.61,32.26,69.35,98.39,100.0,77.42
2013-05-16,48.39,98.39,100.0,100.0,54.84,22.58,51.61,100.0,91.94,54.84
2013-05-17,46.77,100.0,100.0,100.0,77.42,27.42,82.26,98.39,95.16,56.45
2013-05-20,62.9,96.77,100.0,98.39,70.97,14.52,72.58,96.77,95.16,58.06
2013-05-21,56.45,100.0,96.77,98.39,56.45,8.06,77.42,93.55,91.94,70.97
2013-05-22,58.06,98.39,95.16,93.55,37.1,1.61,45.16,91.94,90.32,56.45
2013-05-23,61.29,90.32,93.55,93.55,14.52,0.0,43.55,100.0,90.32,53.23
2013-05-24,72.58,87.1,93.55,93.55,24.19,0.0,41.94,100.0,91.94,54.84
2013-05-28,61.29,100.0,98.39,95.16,19.35,0.0,67.74,100.0,91.94,58.06
2013-05-29,72.58,90.32,96.77,98.39,22.58,0.0,59.68,98.39,85.48,66.13
2013-05-30,77.42,83.87,98.39,100.0,25.81,4.84,66.13,98.39,88.71,67.74
2013-05-31,74.19,80.65,95.16,95.16,9.68,4.84,79.03,95.16,83.87,58.06
2013-06-03,75.81,82.26,100.0,100.0,9.68,1.61,66.13,90.32,80.65,0.0
2013-06-04,70.97,79.03,93.55,96.77,14.52,1.61,59.68,91.94,85.48,1.61
2013-06-05,66.13,67.74,85.48,95.16,9.68,0.0,69.35,91.94,74.19,0.0
2013-06-06,46.77,74.19,91.94,100.0,9.68,1.61,77.42,93.55,74.19,0.0
